           km_, km_get_item,    km_cost, km_base_item,   km_daiji, km_material_1, km_material_1_num, km_material_1_key, km_material_2, km_material_2_num, km_material_2_key, km_material_3, km_material_3_num, km_material_3_key, km_material_4, km_material_4_num, km_material_4_key, 
549 : lance_l_WLE040_normal_02,    8323811,      43870,    8323798,        286,    9044270,          1,          0,    9044753,          1,          0,    9044732,          3,          0,         -1,          0,          0, 
550 : lance_l_WLE040_normal_03,    8323811,      43870,    8323806,        286,    9044270,          1,          0,    9044753,          1,          0,    9044732,          3,          0,         -1,          0,          0, 
551 : lance_l_WLE040_normal_04,    8323811,      43870,    8323787,        286,    9044270,          1,          0,    9044753,          1,          0,    9044732,          3,          0,         -1,          0,          0, 
552 : staff_s_WSF030_normal_01,    8323879,      33260,    8323861,        286,    9044270,          1,          0,    9044582,          2,          0,    9044732,          3,          0,         -1,          0,          0, 
553 : staff_s_WSF030_normal_02,    8323879,      33260,    8323870,        286,    9044270,          1,          0,    9044582,          2,          0,         -1,          0,          0,         -1,          0,          0, 
554 : staff_s_WSF030_normal_01_recipe,    8323879,      33260,    8323861,         -1,    9044031,          1,          0,    9044270,          1,          0,    9044582,          2,          0,         -1,          0,          0, 
555 : shield_m_WMG030_normal_01,    8324139,      30240,    8324120,        286,    9044270,          1,          0,    9044691,          2,          0,    9044749,          1,          0,         -1,          0,          0, 
556 : shield_m_WMG030_normal_02,    8324139,      30240,    8324131,        286,    9044270,          1,          0,    9044691,          2,          0,    9044749,          1,          0,         -1,          0,          0, 
557 : Gremory_0_01,    8323992,      90720,    8323982,        286,    9044270,          2,          0,    9044691,          2,          0,    9044775,          2,          0,         -1,          0,          0, 
558 : Gremory_0_02,    8323992,      90720,    8323989,        286,    9044270,          2,          0,    9044691,          2,          0,    9044775,          2,          0,         -1,          0,          0, 
559 : Gremory_0_03,    8323992,      90720,    8323986,        286,    9044270,          2,          0,    9044691,          2,          0,    9044775,          2,          0,         -1,          0,          0, 
560 :      Oriax,    8324048,     104350,    8324044,        286,    9044270,          2,          0,    9044753,          1,          0,    9044550,          3,          0,         -1,          0,          0, 
561 :       Buer,    8324084,     131620,    8324080,        286,    9044270,          2,          0,    9044753,          1,          0,    9044732,          3,          0,         -1,          0,          0, 
562 : sword_s_uniq,    8323168,      74840,    8323140,         -1,    9044248,          1,          0,    9044592,          2,          0,    9044309,          1,          0,         -1,          0,          0, 
563 : sword_m_uniq,    8323240,      83160,    8323176,         -1,    9044248,          1,          0,    9044209,          1,          0,    9044739,          3,          0,         -1,          0,          0, 
564 : katana_l_uniq_03,    8323421,      99790,    8323400,         -1,    9044248,          1,          0,    9044210,          1,          0,    9044426,          4,          0,         -1,          0,          0, 
565 : sword_m_uniq_03_01,    8323239,     108360,    8323187,        287,    9044270,          1,          0,    9044772,          1,          0,    9044480,          1,          0,         -1,          0,          0, 
566 : sword_m_uniq_03_02,    8323239,     108360,    8323213,        287,    9044270,          1,          0,    9044772,          1,          0,    9044480,          2,          0,         -1,          0,          0, 
567 : lance_l_uniq_03,    8323826,     157140,    8323798,         -1,    9044294,          1,          0,    9044270,          1,          0,    9044424,          3,          0,         -1,          0,          0, 
568 : staff_m_uniq_04,    8323941,     130030,    8323899,         -1,    9044032,          1,          0,    9044270,          1,          0,    9044361,          1,          0,         -1,          0,          0, 
569 : katana_m_uniq_06,    8323392,      82030,    8323369,        286,    9044233,          1,          0,    9044586,          3,          0,    9044563,          3,          0,         -1,          0,          0, 
570 : axe_s_uniq_03,    8323466,      78120,    8323446,        286,    9044234,          1,          0,    9044690,          2,          0,    9044668,          2,          0,         -1,          0,          0, 
571 : axe_x_uniq_07,    8323576,     109370,    8323553,        286,    9044231,          1,          0,    9044601,          2,          0,    9044727,          2,          0,         -1,          0,          0, 
572 : staff_s_uniq_03,    8323892,      86020,    8323862,        286,    9044232,          1,          0,    9044771,          2,          0,    9044533,          3,          0,         -1,          0,          0, 
573 : sword_s_WSA010_divine,    8323133,     112320,    8323132,         -1,    9044241,          1,          0,    9044242,          1,          0,    9044761,          2,          0,         -1,          0,          0, 
574 : sword_m_WMA010_divine,    8323177,     124800,    8323176,         -1,    9044241,          1,          0,    9044242,          1,          0,    9044761,          2,          0,         -1,          0,          0, 
575 : sword_m_WMA020_dragon,    8323190,     104000,    8323188,         -1,    9044248,          1,          0,    9044510,          2,          0,    9044685,          4,          0,         -1,          0,          0, 
576 : sword_l_WLA010_divine,    8323249,     143520,    8323248,         -1,    9044241,          1,          0,    9044242,          1,          0,    9044761,          2,          0,         -1,          0,          0, 
